objectid,pre_dir_tx,pre_type_t,name_tx,suf_type_t,suf_dir_tx,suffix_tx,full_name,new_nm_id,globalid,str_nm_id,usps_name
459578,,,NATICK,ST,,,NATICK ST,839245,a431548e-05da-4b93-8fcc-9ce1d6847905,1396,NATICK ST
459579,,,NATURAL HISTORY,DR,,,NATURAL HISTORY DR,861294,21983335-3feb-45ec-9f83-7a952e921c25,1397,NATURAL HISTORY DR
459580,,,NATURAL HISTORY,RD,,,NATURAL HISTORY RD,857304,59635a43-6267-48eb-9e25-0c89bc591f9a,1398,NATURAL HISTORY RD
459581,,,NAVASOTA,AVE,,,NAVASOTA AVE,574277,7a2a5de5-dd3c-43b3-a1fc-9836b254362c,1399,NAVASOTA AVE
459582,,,NEBRASKA,ST,,,NEBRASKA ST,803227,2e46e80c-14b1-4002-8d47-2a2716fd659a,1400,NEBRASKA ST
459583,,,NEEL,RD,,,NEEL RD,663385,e54d4d12-87b3-42f7-a160-61a9e96d189c,1401,NEEL RD
459584,,,NELSON,PL,,,NELSON PL,690329,d45d92c0-4298-4a4a-8028-0f6688e8f1ec,1402,NELSON PL
459585,,,NELSON PARK,DR,,,NELSON PARK DR,690333,b23fe949-9fe7-4423-934c-154e103a9ca8,1403,NELSON PARK DR
459586,,,WOODRIDGE,RD,,,WOODRIDGE RD,764368,70936107-6d00-4bce-8823-a3f0ca9ea8f5,2160,WOODRIDGE RD
459587,,,WOODROW,ST,,,WOODROW ST,857200,f191be53-1fa3-41de-a0fa-be0d73cd6357,2161,WOODROW ST
459588,,,WOODS,AVE,,,WOODS AVE,694410,4afe3c71-c584-436b-92c0-ca0b807f2f7e,2162,WOODS AVE
459589,,,WOODWARD,ST,,,WOODWARD ST,709136,06b48c93-43ba-4426-a30a-8d074507c563,2163,WOODWARD ST
459590,,,WOOLFENDEN,ST,,,WOOLFENDEN ST,692100,c93d8c58-c355-4e03-b6b1-8bde9861fd18,2164,WOOLFENDEN ST
459591,,,MAJOR TAYLOR,BLVD,,,MAJOR TAYLOR BLVD,755219,dff793d7-5bd8-4614-9d2c-825591b4fe96,2165,MAJOR TAYLOR BLVD
459592,,,WORTH,ST,,,WORTH ST,751162,45a7f1e0-630b-42dd-a417-a783583c23ea,2166,WORTH ST
459593,,,DORISTA J GOLDSBERRY,DR,,,DORISTA J GOLDSBERRY DR,821256,b0d1e37a-eaff-42ad-96a9-a14b989f1a66,5925,DORISTA J GOLDSBERRY DR
459594,,,WYMAN,ST,,,WYMAN ST,697163,939d13ea-a951-449d-8d23-b99d2479b66f,2168,WYMAN ST
459595,,,WYOLA,DR,,,WYOLA DR,619157,7a777a02-a3a2-4363-ad9c-6002964bf50f,2169,WYOLA DR
459596,,,SOHEILI,CIR,,,SOHEILI CIR,584291,b4e23f7d-0efa-416b-8a40-e6ff871310f1,14687,SOHEILI CIR
459597,,,YALE,ST,,,YALE ST,684259,118c0e8c-26b1-4c0e-ae90-6df1fc9a361c,2171,YALE ST
459598,,,YOUNG,ST,,,YOUNG ST,639135,bd875c50-13ad-412e-8d5d-2a91f6afed82,2172,YOUNG ST
459599,,,YUKON,AVE,,,YUKON AVE,836353,4a860e21-0ef6-437f-8453-e9a4c3c387bc,2173,YUKON AVE
459600,,,YVETTE,ST,,,YVETTE ST,841176,46407e48-3225-402f-91fa-d0d3a1397adb,2174,YVETTE ST
459601,,,YWCA,WAY,,,YWCA WAY,749197,1be25a42-a2ff-4776-b491-ceff7c5a76ca,2175,YWCA WAY
459602,,,ZENITH,DR,,,ZENITH DR,633215,f76a36e6-5c78-4c43-a41e-e4106a3794a1,2176,ZENITH DR
459603,,,PASSWAY 5,,,,PASSWAY FIVE,597190,468c4ec2-1f37-4709-bbf1-15a98b347c78,2178,PASSWAY 5
459604,,,PASSWAY 4,,,,PASSWAY FOUR,598193,0bbccf2e-d42f-4f11-a28d-a42d063ee126,2179,PASSWAY 4
459605,,,PASSWAY 6,,,,PASSWAY SIX,595189,465f0a46-f0bd-4599-969b-c7b6a374ab67,2181,PASSWAY 6
459606,,,PASSWAY 3,,,,PASSWAY THREE,601197,4d6bb4cd-93a4-451e-8d83-f8375622e865,2182,PASSWAY 3
459607,,,NEW,ST,,EXT,NEW ST EXT,763294,82e4ff46-6e30-40d6-b147-8bf85e0765d9,2183,NEW ST EXT
459608,EAST,,CENTRAL,ST,,,EAST CENTRAL ST,770218,0341757e-7054-4d88-a382-1a4c8b708bd8,2184,E CENTRAL ST
459609,EAST,,KENDALL,ST,,,EAST KENDALL ST,781247,2f7eeb83-86fb-4282-b1d6-6da1143f580c,2185,E KENDALL ST
459610,EAST,,LAKE,ST,,,EAST LAKE ST,880172,8452b8ab-bd84-482e-980a-b8e44f7f7e27,2186,E LAKE ST
459611,EAST,,SHELBY,ST,,,EAST SHELBY ST,779226,7e71fd7a-c6cc-4874-bd25-35bc9d66789a,2187,E SHELBY ST
459612,NORTH,,ASHLAND,ST,,,NORTH ASHLAND ST,731230,76952df9-0f93-437e-a8b5-bfbdbd9a1add,2188,N ASHLAND ST
459613,,,TAMPA,ST,,,TAMPA ST,825239,b52a6a26-48bf-4390-aede-552ac5e22467,1899,TAMPA ST
459614,,,FROSTHOLM,ST,,,FROSTHOLM ST,740325,5f0c022d-410b-4346-98af-9bafb2335764,,FROSTHOLM ST
459615,,,SHOREHAM,ST,,,SHOREHAM ST,704353,8fcd9060-216e-4f64-a52e-cd46866c4ec8,1784,SHOREHAM ST
459616,,,SHORT,ST,,,SHORT ST,872129,bf36e339-5849-420f-8002-d91fa4caabb6,1785,SHORT ST
459617,,,SHREWSBURY,ST,,,SHREWSBURY ST,797227,84a2f04a-5104-483c-98a7-ae17e587cf4f,1786,SHREWSBURY ST
459618,,,SIERRA,ST,,,SIERRA ST,623252,b96ee79c-ca5f-4600-929e-251ec681b102,1787,SIERRA ST
459619,,,SIGEL,ST,,,SIGEL ST,742167,631a9a4f-13c8-4695-b7bd-89b0ea4afdff,1788,SIGEL ST
459620,,,SIGOURNEY,ST,,,SIGOURNEY ST,748284,c423ff09-a5c7-47e9-ad9a-72eb9d264ea8,1789,SIGOURNEY ST
459621,,,SILVER,ST,,,SILVER ST,704180,57e9fdbc-d2d9-417d-9a20-998bd0f9863b,1790,SILVER ST
459622,,,SILVER SPRUCE,CIR,,,SILVER SPRUCE CIR,653358,a803228c-c00b-44e8-9fd8-9da450f311e8,1791,SILVER SPRUCE CIR
459623,,,SIMMONS,AVE,,,SIMMONS AVE,820303,bd509cbd-3ae8-45e6-bd7a-26d6fbc0b546,1792,SIMMONS AVE
459624,,,SIMONE,ST,,,SIMONE ST,835157,b9550705-6eed-428b-9ac2-6f51ef52aa79,1793,SIMONE ST
459625,,,SKYLINE,DR,,,SKYLINE DR,805260,dcf6a40c-0eb5-4e9f-9c0b-e28a8be60216,1794,SKYLINE DR
459626,,,SMITH,LN,,,SMITH LN,697393,c80a2312-7b38-4e5f-b00d-e15494963492,1795,SMITH LN
459627,,,SMITH,ST,,,SMITH ST,773392,47e4b10b-4ca4-4ac6-8574-7bf1d16343c5,1796,SMITH ST
459628,,,SMITHFIELD,RD,,,SMITHFIELD RD,709414,feb1e7e9-a14d-48ff-8626-ecaa7003340a,1797,SMITHFIELD RD
459629,,,SNOWY OWL,LN,,,SNOWY OWL LN,645370,aef2c1b8-4171-404a-9bd7-8be42654b25f,1798,SNOWY OWL LN
459630,,,SNYDER,CT,,,SNYDER CT,753099,7c163cce-8e1a-47c8-aa3e-90bb5fdcc82e,1799,SNYDER CT
459631,,,SOLFERINO,ST,,,SOLFERINO ST,833236,0ca8978c-9c81-446d-99da-1d74df217bcf,1800,SOLFERINO ST
459632,,,SOMERVILLE,RD,,,SOMERVILLE RD,840131,d2bf9969-d3a3-4840-8c3d-da32e9aa6692,1802,SOMERVILLE RD
459633,,,SONOMA,DR,,,SONOMA DR,863288,0e565d25-f5d4-49ed-a4e2-fc66175d86d6,1803,SONOMA DR
459634,,,SORRENTO,ST,,,SORRENTO ST,607277,46549f1b-415f-4d1b-a114-5903008627e9,1804,SORRENTO ST
459635,,,SOUTH,ST,,,SOUTH ST,774165,2a284274-3368-4b83-95fb-6accc481640b,1805,SOUTH ST
459636,,,SOUTHBRIDGE,ST,,,SOUTHBRIDGE ST,721147,56a93d4d-0009-4246-b897-a5b2567d8e1c,1806,SOUTHBRIDGE ST
459637,,,SOUTHER,DR,,,SOUTHER DR,625199,a782562d-1f0b-40ae-aa80-a94bb4aafe81,1807,SOUTHER DR
459638,,,SOUTHERN,AVE,,,SOUTHERN AVE,650122,a310d5cb-1576-4dcc-b6bd-b216b27e3246,1808,SOUTHERN AVE
459639,,,SOUTHGATE,PL,,,SOUTHGATE PL,719155,b0bf8e48-6a1f-47d7-a5e7-da9e2491e048,1809,SOUTHGATE PL
459640,,,SOUTHGATE,ST,,,SOUTHGATE ST,707152,52d32eb2-df47-43a2-ad4e-7059db0b8dbc,1810,SOUTHGATE ST
459641,,,SOUTHOLD,RD,,,SOUTHOLD RD,749053,b0a5961d-81e5-4428-ac5f-7167c836a59c,1811,SOUTHOLD RD
459642,,,SOUTHVIEW,RD,,,SOUTHVIEW RD,691415,d4cb3899-014d-4408-bc12-ebf827954926,1812,SOUTHVIEW RD
459643,,,SOUTHWEST,CUTOFF,,,SOUTHWEST CUTOFF,833064,e3398fcb-844d-43e5-b9d7-aee3e0558f71,1813,SW CUTOFF
459644,,,SPRAGUE,LN,,,SPRAGUE LN,847088,0a38dfc0-21c1-4197-ab59-e4babfcf9c10,1818,SPRAGUE LN
459645,,,SQUANTUM,ST,,,SQUANTUM ST,798364,f2d09a17-5a05-4a7f-abc3-6cb83169ddfa,1821,SQUANTUM ST
459646,,,STANDISH,ST,,,STANDISH ST,813170,2fd2f43b-e268-4974-9af3-9ac543160adc,1831,STANDISH ST
459647,,,STARK,RD,,,STARK RD,587280,d6719dbb-caab-4498-a124-6ccd3e8121ff,1834,STARK RD
459648,,,ROGERS,ST,,,ROGERS ST,831154,f0403903-0a8a-4509-882a-208c15c438c7,1686,ROGERS ST
459649,,,HADWEN,RD,,,HADWEN RD,655226,eec67cbd-821e-46d1-b359-b6e769bc9b3e,884,HADWEN RD
459650,,,IDALLA,AVE,,,IDALLA AVE,758454,6c0a7836-a052-4bfd-ba0e-0378fe450e49,1009,IDALLA AVE
459651,,,IDALLA,RD,,,IDALLA RD,769458,833d11c8-0b54-4aef-8e81-3d3c8f2e1894,1010,IDALLA RD
459652,,,IDEAL,TER,,,IDEAL TER,898138,b268deaf-3dfa-4b47-9085-bd50ca922985,1012,IDEAL TER
459653,,,ILLINOIS,CT,,,ILLINOIS CT,696151,ff78ff54-22d3-45b9-97d3-19fd1646ff7f,1013,ILLINOIS CT
459654,,,ILLINOIS,ST,,,ILLINOIS ST,693149,3a2b9e07-48dd-4be5-aee0-4cb6857c751c,1014,ILLINOIS ST
459655,,,IMPERIAL,PL,,,IMPERIAL PL,813241,0306bb41-f402-42db-98ad-8bea1524902b,1015,IMPERIAL PL
459656,,,IMPERIAL,RD,,,IMPERIAL RD,811241,3e5235b5-b51f-462c-aa0e-e35214528856,1016,IMPERIAL RD
459657,,,INDIAN HILL,RD,,,INDIAN HILL RD,710381,c516f42f-6de3-47b6-915c-5e17a2d7c58a,1017,INDIAN HILL RD
459658,,,INDIAN LAKE,PKWY,,,INDIAN LAKE PKWY,719311,7aa8dee4-3007-4655-b08c-c643c4201a86,1018,INDIAN LAKE PKWY
459659,,,INDIANA,ST,,,INDIANA ST,810149,dc7f207e-dbe5-4dca-a342-87d6de9f4b09,1019,INDIANA ST
459660,,,INGALLS,ST,,,INGALLS ST,760178,8eaad583-3a91-409f-8b58-a0a25041d6df,1020,INGALLS ST
459661,,,INGLESIDE,AVE,,,INGLESIDE AVE,802183,2ffd28ae-fff7-4057-bf39-d568ceeb33db,1021,INGLESIDE AVE
459662,,,INMAN,AVE,,,INMAN AVE,678347,4a48d6c5-d523-4529-82ff-3ef2145ae230,1022,INMAN AVE
459663,,,INSTITUTE,RD,,,INSTITUTE RD,724246,30cf9c0d-6501-442a-9c88-b18c2257cced,1024,INSTITUTE RD
459664,,,INTERVALE,RD,,,INTERVALE RD,668250,fcab3bd1-90d0-4423-bc94-66aaf9cb386b,1025,INTERVALE RD
459665,,,INWOOD,RD,,,INWOOD RD,781392,b43d23fc-20da-441c-a7c8-b94a2f59d436,1027,INWOOD RD
459666,,,IONIC,AVE,,,IONIC AVE,734194,4505ddf9-3cd8-43b5-91d6-e0ed6fc9286e,1028,IONIC AVE
459667,,,IOWA,ST,,,IOWA ST,647258,ef2fb7c6-a99f-4eb5-b7f9-21f9c786952f,1029,IOWA ST
459668,,,IRENE,ST,,,IRENE ST,667150,8c19ea13-4560-4bf1-84c1-fee80e33bd1c,1030,IRENE ST
459669,,,IRVING,ST,,,IRVING ST,732204,904ef9d4-754a-441b-942d-88d0fff3f77a,1032,IRVING ST
459670,,,ISABELLA,ST,,,ISABELLA ST,655179,9d813cb6-cb4a-45ec-9d4b-225fd17e7626,1033,ISABELLA ST
459671,,,ISLESBORO,ST,,,ISLESBORO ST,773467,0e42992e-c321-46f6-b4e2-b5aef486c4b6,1035,ISLEBORO ST
459672,,,ITAM,CT,,,ITAM CT,778216,9e2b5e7c-f18e-4b71-b150-9c805b43d44b,1036,DUBLIN CT
459673,,,IVAH,ST,,,IVAH ST,788249,26ef600e-9c48-4c3e-a985-19f3e2a720b8,1037,IVAH ST
459674,,,IVERNIA,RD,,,IVERNIA RD,778417,7f3740fd-58b4-48a9-b9fe-02de3a35fed8,1039,IVERNIA RD
459675,,,IVERS,ST,,,IVERS ST,769305,ed9c6458-05f8-4ffe-aa65-ac494360f475,1040,IVERS ST
459676,,,IVY,ST,,,IVY ST,847091,4b8e972f-ee29-4001-a48e-5ce77ac18771,1042,IVY ST
459677,,,JACKSON,ST,,,JACKSON ST,727183,b1431fad-54c9-4216-822a-d495f8ac9e79,1043,JACKSON ST
459678,,,JAMES,ST,,,JAMES ST,613092,ba028681-38a9-4991-b85f-8f693c14792f,1045,JAMES ST
459679,,,JAQUES,AVE,,,JAQUES AVE,715197,88b6828a-db91-46c1-834b-37135588f5bf,1047,JAQUES AVE
459680,,,JAY,ST,,,JAY ST,761082,d8e4b036-4f0b-4c88-90c1-19b39da5f3ac,1049,JAY ST
459681,,,JEANETTE,ST,,,JEANETTE ST,831191,b311950a-1741-432c-9bc9-4f7108f5ceda,1050,JEANETTE ST
459682,,,JEFFERSON,ST,,,JEFFERSON ST,761175,31599c04-8816-4fb2-8270-b20b78beae84,1051,JEFFERSON ST
459683,,,JEFFREY,RD,,,JEFFREY RD,684304,9f62a84c-bcc9-4ffd-a478-5620960480b3,1052,JEFFREY RD
459684,,,JENKINS,ST,,,JENKINS ST,575267,0be6b945-a3a1-4c02-a2e2-0b88f5ca4d0a,1053,JENKINS ST
459685,,,JEPPSON,AVE,,,JEPPSON AVE,773369,42f6ed5b-4d4a-4791-aa81-406bac5e9d17,1055,JEPPSON AVE
459686,,,JEWETT,TER,,,JEWETT TER,695348,0ff9beb3-b656-4e14-a7e9-601d497682a2,1057,JEWETT TER
459687,,,JOHN,ST,,,JOHN ST,733229,667fbd24-b1f2-40ed-a63f-afa53ff24fde,1058,JOHN ST
459688,,,JOHNSON,ST,,,JOHNSON ST,805245,283f19e4-bb31-4d10-b8cd-9537b927680d,1060,JOHNSON ST
459689,,,JONATHAN,CIR,,,JONATHAN CIR,842197,f12b963f-9fc4-4c88-8789-7be9abb9ac32,1062,JONATHAN CIR
459690,,,JONES,ST,,,JONES ST,781153,55e99756-4b55-4c41-9444-67014fb088bf,1063,JONES ST
459691,,,JOSEPH,ST,,,JOSEPH ST,849168,ba257570-fe61-4e8f-8e70-d19f8874cf3a,1065,JOSEPH ST
459692,,,FLOWER HILL,DR,,,FLOWER HILL DR,657313,b24efbc3-80df-4f01-8479-efa21137d97b,752,FLOWER HILL DR
459693,,,FORBES,ST,,,FORBES ST,772269,4912d3f4-dd98-40a5-a16f-2e73c7670f2e,754,FORBES ST
459694,,,FORD,ST,,,FORD ST,775216,8349af3d-e4d0-445b-a87e-54acd19189f3,755,FORD ST
459695,,,FOREST,ST,,,FOREST ST,706294,b698d3b7-3f04-43fb-91b6-4cde8855309e,756,FOREST ST
459696,,,FOREST HILL,DR,,,FOREST HILL DR,630304,4fd8b0e7-0fa9-4ac1-bcb8-a20e4d147e22,757,FOREST HILL DR
459697,,,FORESTDALE,RD,,,FORESTDALE RD,769263,dcb5f7de-57a6-4c43-a6db-ae1140ff3266,758,FORESTDALE RD
459698,,,FORKEY,AVE,,,FORKEY AVE,607169,5e22b3d9-feec-4f4d-86bf-6ffe851639a2,759,FORKEY AVE
459699,,,FORSBERG,ST,,,FORSBERG ST,755074,368b59e3-8cef-44e3-9b00-b89ff18df5ab,760,FORSBERG ST
459700,,,FORTIER,ST,,,FORTIER ST,699094,df0e9c99-3362-4bea-978a-e281266cd824,761,FORTIER ST
459701,,,FOSTER,ST,,,FOSTER ST,750215,24b119e6-6773-4be3-9de4-9727456207f2,762,FOSTER ST
459702,,,FOUNTAIN,ST,,,FOUNTAIN ST,760244,73ef64f0-b3c9-4477-8c7a-72b33b02a351,763,FOUNTAIN ST
459703,,,FOURTH,ST,,,FOURTH ST,609183,dd8cabb9-0ced-4d10-bc06-d984b08e12b5,764,4TH ST
459704,,,JEROME,ST,,,JEROME ST,756171,c9232163-5abf-4f65-9cca-f363452ad0f3,10555,JEROME ST
459705,,,FOX,ST,,,FOX ST,762178,e56de434-f200-42f7-8310-5ec30fafef05,766,FOX ST
459706,,,FOX HOLLOW,RD,,,FOX HOLLOW RD,655384,66ae2d23-8267-4c1a-ac6f-0ec2c1bd43c5,767,FOX HOLW
459707,,,FOXBORO,ST,,,FOXBORO ST,804051,0068f959-58d3-43a5-a152-e1c34af6f928,768,FOXBORO ST
459708,,,FOXMEADOW,DR,,,FOXMEADOW DR,526275,b4ee5ced-0bba-4667-bc2e-1e429599c51a,769,FOX MEADOW DR
459709,,,FRANCIS,ST,,,FRANCIS ST,765380,f446c1a4-40a9-4cba-a3f1-25419e0231e6,770,FRANCIS ST
459710,,,FRANCONIA,ST,,,FRANCONIA ST,672234,3f28e3e7-b1e7-4671-a38a-3168d3386d65,772,FRANCONIA ST
459711,,,FRANK,ST,,,FRANK ST,844244,286f7a64-dbd2-45bb-875b-58e1106cd3bf,773,FRANK ST
459712,,,FRANKLIN,ST,,,FRANKLIN ST,794212,d079bd68-4b7f-4e09-a705-75064f02fb5c,774,FRANKLIN ST
459713,,,FRATERNAL,AVE,,,FRATERNAL AVE,758351,28a3ea70-000a-4e62-9ea2-e63614b7a3cd,775,FRATERNAL AVE
459714,,,FREDERICK,ST,,,FREDERICK ST,762263,e44d8a56-8952-4342-8726-f5b96ecb065f,776,FREDERICK ST
459715,,,FREDERICKSON,AVE,,,FREDERICKSON AVE,684409,a9078356-02c8-4ec4-8251-4aab0007cb11,777,FREDERICKSON AVE
459716,,,FREEDOM,WAY,,,FREEDOM WAY,824371,35e27f5b-f3d1-43a0-88d7-04a232b90471,778,FREEDOM WAY
459717,,,FREELAND,ST,,,FREELAND ST,682148,26dd50b3-867c-474d-a21f-619a3e59bfa7,779,FREELAND ST
459718,,,FREELAND,TER,,,FREELAND TER,680154,ba64b6e5-2890-4d2f-9900-7e3b11e9dc1a,780,FREELAND TER
459719,,,FREEMAN,ST,,,FREEMAN ST,848151,771d0c1a-a0e0-4807-b4fd-f6fa308eedde,781,FREEMAN ST
459720,,,FREMONT,ST,,,FREMONT ST,674133,f6b56ccc-1d74-462e-9b5c-0972342a0fec,782,FREMONT ST
459721,,,FRIEDEL,ST,,,FRIEDEL ST,668181,4df683a6-17f2-41c7-b5cd-9af31a3d9cc3,783,FRIEDEL ST
459722,,,FRONT,ST,,,FRONT ST,747209,6241b682-ee81-40dd-b83a-2fe105f38815,784,FRONT ST
459723,,,FRONTAGE,RD,,,FRONTAGE RD,735402,a2ece574-183d-453d-8a3b-2e5ae0fcb0f3,785,FRONTAGE RD
459724,,,FRONTENAC,RD,,,FRONTENAC RD,656271,52b13ca7-d417-4bff-a1ea-3273f073d99f,786,FRONTENAC RD
459725,,,FROTHINGHAM,RD,,,FROTHINGHAM RD,778303,c23ffad6-099f-4a1d-8343-511c993a7d4a,787,FROTHINGHAM RD
459726,,,FRUIT,ST,,,FRUIT ST,721226,19bf2aaf-ceb8-4baa-84d9-7e068fecb273,788,FRUIT ST
459727,,,GAGE,ST,,,GAGE ST,780224,d81c881c-0b1b-4891-b759-18c80a28d5bf,789,GAGE ST
459728,,,GALATIN,ST,,,GALATIN ST,806390,30dcfff6-7aed-4547-bed4-474a96df5b4c,790,GALATIN ST
459729,,,GAMBIER,AVE,,,GAMBIER AVE,797162,5782766c-2ea0-422f-884e-4695361f9260,791,GAMBIER AVE
459730,,,GARDEN,ST,,,GARDEN ST,753259,887e8b31-de34-4b45-b836-df7e255b84db,792,GARDEN ST
459731,,,GARDNER,ST,,,GARDNER ST,705163,2a696583-b5f4-4258-92db-2b04830a004d,793,GARDNER ST
459732,,,GARDNER,TER,,,GARDNER TER,700168,546761cf-2b8f-4df9-affd-cf4d294b99d9,794,GARDNER TER
459733,,,GARLAND,ST,,,GARLAND ST,657168,9bb4aca4-1a28-4374-ae4f-cb6ec9686e18,795,GARLAND ST
459734,,,GARNET,ST,,,GARNET ST,805059,955f096f-6695-42fe-8f0c-aefd2d2376ce,796,GARNET ST
459735,,,GARRISON,AVE,,,GARRISON AVE,798397,3affe010-251d-4c82-9a27-ef5fc87d6300,797,GARRISON AVE
459736,,,GASKILL,RD,,,GASKILL RD,653275,cfe6472d-93ce-4478-93b0-054b661833c0,798,GASKILL RD
459737,,,GATES,CIR,,,GATES CIR,625154,9c5e06c6-0947-4307-84aa-90f200828fef,799,GATES CIR
459738,,,GATES,LN,,,GATES LN,631152,d32022e3-4469-4c4a-9b02-f977333c47b7,800,GATES LN
459739,,,GATES,RD,,,GATES RD,629154,cbfeba7f-206c-49a0-b544-39f8eb984512,801,GATES RD
459740,,,GATES,ST,,,GATES ST,693156,f28b5368-5784-40df-963a-90b12bb2f091,802,GATES ST
459741,,,GAYLORD,ST,,,GAYLORD ST,698320,f4868e4d-2ef9-43cf-842a-e441ef9575c2,803,GAYLORD ST
459742,,,GEDIMINAS,ST,,,GEDIMINAS ST,746133,f99d0661-5d43-4182-8256-95ad26e1a279,804,GEDIMINAS ST
459743,,,GENESEE,ST,,,GENESEE ST,619111,a926b951-51f0-4e9b-a1fd-521732f38e83,805,GENESSEE ST
459744,,,GENEVA,ST,,,GENEVA ST,663206,e1863e4f-85d9-4e66-8973-1562756e81ca,806,GENEVA ST
459745,,,GENOA,ST,,,GENOA ST,652184,e8cae05f-913d-4525-8b6f-285517aaab50,807,GENOA ST
459746,,,GENSELL,AVE,,,GENSELL AVE,805072,b289db02-289e-4a2c-a49d-d3afae21691c,808,GENSELL AVE
459747,,,GEORGE,ST,,,GEORGE ST,745228,a67221d4-766e-4670-8112-018fcc04f523,809,GEORGE ST
459748,,,GERMAIN,ST,,,GERMAIN ST,700242,fab4ea2d-2f0f-4f87-8217-31a827f0eba7,810,GERMAIN ST
459749,,,GERTRUDE,AVE,,,GERTRUDE AVE,747232,138b54b3-aec0-4ad6-894c-40874524dbc5,811,GERTRUDE AVE
459750,,,GIBBS,ST,,,GIBBS ST,781105,6bb24c12-4aef-4252-a5ea-5d46c037ac6a,812,GIBBS ST
459751,,,GIFFORD,DR,,,GIFFORD DR,727314,333fcdf8-3111-4177-84b4-71e190afa03d,813,GIFFORD DR
459752,,,GILMAN,ST,,,GILMAN ST,768290,5fe28e2c-d33d-4621-aaa8-7dc1a564d804,814,GILMAN ST
459753,,,GLADE,ST,,,GLADE ST,709113,0d62d724-3550-4983-8b75-6291e2602729,815,GLADE ST
459754,,,GLADSTONE,ST,,,GLADSTONE ST,720151,18742742-3d97-47e3-a62c-8cd4e921cf3b,816,GLADSTONE ST
459755,,,GLEN,ST,,,GLEN ST,769236,60d50465-7276-4f35-9baf-8ce6dd9e8694,817,GLEN ST
459756,,,GLEN ELLEN,RD,,,GLEN ELLEN RD,557263,3d4ecb83-6f21-4a55-8117-f251c738c624,818,GLEN ELLEN RD
459757,,,GLENBROOK,LN,,,GLENBROOK LN,614302,2dc1d9e5-8b53-410b-b574-3cd7867f247c,819,GLENBROOK LN
459758,,,GUILD,RD,,,GUILD RD,642265,663d4051-f63b-4712-8039-07bc4d8cde8f,875,GUILD RD
459759,,,HACKER,ST,,,HACKER ST,701143,c18cbcda-1f56-45aa-95be-0f58881d8902,880,HACKER ST
459760,,,HALCYON,DR,,,HALCYON DR,810357,665bcf4b-5f9c-4669-ace7-1ce58682240d,885,HALCYON DR
459761,,,HALE,ST,,,HALE ST,795178,4e56eb44-9040-45d0-9add-0d9dc8e30567,886,HALE ST
459762,,,HALL,ST,,,HALL ST,709249,584d2070-3836-4cf5-9546-66cbc6256b76,887,HALL ST
459763,,,HALMSTAD,ST,,,HALMSTAD ST,761090,3bbd7c2f-218c-4ce1-b67f-ff13d03fd704,888,HALMSTAD ST
459764,,,HAMILL,RD,,,HAMILL RD,643223,e2993809-dda6-478d-9fd8-646f637372bb,889,HAMILL RD
459765,,,ROSE,ST,,,ROSE ST,760126,ba00b885-1147-4c12-aee7-bb0a203795be,1696,ROSE ST
459766,,,VINTON,ST,,,VINTON ST,768287,f03ea142-3b25-419d-9827-6b2cb58ecf8a,2009,VINTON ST
459767,,,VIVIAN,ST,,,VIVIAN ST,628112,4d73af0c-e859-48ee-9313-b780c64014d2,2012,VIVIAN ST
459768,,,WACONAH,RD,,,WACONAH RD,723275,c8dbadd3-782d-4375-89fb-175b75eb01f7,2017,WACONAH RD
459769,,,WALCOTT,ST,,,WALCOTT ST,694099,c948c673-4ecf-4c4e-b7b2-7afb1204b8e1,2022,WALCOTT ST
459770,,,WHITTEN,ST,,,WHITTEN ST,801333,7459ddb5-58d9-4f6c-959a-bc7ddb80976f,2113,WHITTEN ST
459771,,,GORDON,ST,,,GORDON ST,828192,78d39621-d5b3-40b5-abbf-97870f357b90,831,GORDON ST
459772,,,ZOAR,ST,,,ZOAR ST,834115,7837dd6a-9f27-46ad-b5c7-d89dbeec7b05,2177,ZOAR ST
459773,,,WALLER,AVE,,,WALLER AVE,669140,6752fdc4-4092-450a-8de4-c633f7d5c5e8,2028,WALLER AVE
459774,NORTH,,STEELE,ST,,,NORTH STEELE ST,745095,ad884f62-0908-4666-9f5b-7b6bcd52cfd4,2190,N STEELE ST
459775,NORTH,,WOODFORD,ST,,,NORTH WOODFORD ST,773150,cbcb8370-4a36-407a-abaf-268acb051704,2191,N WOODFORD ST
459776,SOUTH,,BUFFUM,ST,,,SOUTH BUFFUM ST,653154,af985b6a-d589-4ff1-b593-fa5c9af9d423,2192,S BUFFUM ST
459777,SOUTH,,CAMBRIDGE,ST,,,SOUTH CAMBRIDGE ST,726139,a7777b0a-a976-40f5-be8a-ca95ef1a5483,2193,S CAMBRIDGE ST
459778,SOUTH,,CRYSTAL,ST,,,SOUTH CRYSTAL ST,691141,7f2b0189-10c2-4e8a-80d6-85cbe20b1bda,2194,S CRYSTAL ST
459779,SOUTH,,EDLIN,ST,,,SOUTH EDLIN ST,644086,865782cd-1d5b-44d4-91ae-697e5b226b2b,2195,S EDLIN ST
459780,SOUTH,,FLAGG,ST,,,SOUTH FLAGG ST,644244,d556af94-586a-47f2-8e4b-8a15d4a5e9dc,2196,S FLAGG ST
459781,SOUTH,,HARLEM,ST,,,SOUTH HARLEM ST,748145,03df557a-4f88-4153-bbb3-4c1ae9fb37f3,2197,S HARLEM ST
